Data,Dolar
103,3.7105989344482677
104,3.8138466234526307
105,3.703017822201084
106,3.903675071063755
107,3.8689494206085886
108,3.8007811534795475
109,3.999536684088501
110,4.554387375594895
111,4.548205730176063
112,4.4462021457449
113,4.567638120887197
114,4.566069601002608
115,4.547031582229175
116,4.535007175498604
117,4.537611884474327
118,4.530164815368849
119,4.599614032589584
120,4.599994043601639
121,4.545966586591325
122,4.544434650730111
123,4.582494007056958
124,4.523432836537658
125,4.562515886386635
126,4.555988709360725
127,4.520898534994475
128,4.514190435351899
129,4.5901140347932415
130,4.539683412276501
131,4.57159926663284
132,4.534315904515298
133,4.575780975487236
134,4.587762858973
135,4.532997447995366
136,4.509366873151607
137,4.575881878497459
138,4.564021002133105
139,4.512570509102896
140,4.51229572809532
141,4.5720308715625215
142,4.524592494170631
143,4.549971650947974
144,4.522229746443796
145,4.469422014499145
146,4.573167980622835
147,4.491360143645478
148,4.512397084699261
149,4.490347418692097
150,4.453522548822402
151,4.455969376622938
152,4.536578796728133
153,4.571685498477727
154,4.4985135099592375
155,4.498015730483624
156,4.4410145285892355
157,4.562927845498488
158,4.464391671999493
159,4.5589342726007825
160,4.524262456389761
161,4.5835104574963925
162,4.485445630655835
163,4.589712968920526
164,4.5079706051062095
165,4.494960603251873
166,4.588738333917556
167,4.498217654346259
168,4.553087514680887
169,4.480990742691074
170,4.522002688146134
171,4.523475975094064
172,4.564908649546026
173,4.560222055440524
174,4.504911873604758
175,4.51118593961144
176,4.588884407536943
177,4.518214544612371
178,4.558810531563193
179,4.5227072591151165
180,4.533843777358118
181,4.5078519206542795
182,4.57972013957759
183,4.524503823531583
184,4.511215164809145
185,4.582427375692039
186,4.531031736670041
187,4.5291461566795345
188,4.542742213071988
189,4.5771885751950785
190,4.539781255313583
191,4.519063192475272
192,4.554130686837399
193,4.558624427182273
194,4.5502447389343635
195,4.510817821043727
196,4.502011578217277
197,4.587524053021613
198,4.578353259308123
199,4.503310054777016
200,4.445978476813776
201,4.418318456430115
202,4.403591680048454
203,4.522743745493248
204,4.597658782932846
205,4.571187955473592
206,4.519133370566813
207,4.526083284856883
208,4.4616745355205705
209,4.498951842135279
210,4.4984850213026135
211,4.598850336648087
212,4.540090203739518
213,4.528311153296773
214,4.591407372583783
215,4.506638139525351
216,4.575164455042288
217,4.5829401932297165
218,4.530346365113716
219,4.565848849003495
220,4.571595076880737
221,4.585982288462156
222,4.561220280782603
223,4.524654757795324
224,4.582534818260922
225,4.538285426007503
226,4.554196710651749
227,4.579459498856395
228,4.512332683624478
229,4.562312042290104
230,4.548145799788396
231,4.515341556749783
232,4.475385649060039
233,4.430407657061769
234,4.481244354704917
235,4.574944226925725
236,4.462201442282498
237,4.520935639183515
238,4.4234927272687745
239,4.475338537982942
240,4.552337417000538
241,4.4980326880542165
242,4.46765216219103
243,4.463659113108059
244,4.4431682456601695
245,4.42152033477308
246,4.563136538709197
247,4.587317027303315
248,4.504437325453412
249,4.432458442986262
250,4.5950511895590875
251,4.556159264226614
252,4.507685937994493
253,4.530904320421161
254,4.5080340160513675
255,4.586211548985674
256,4.46484302298455
257,4.4015735182772655
258,4.572419797718831
259,4.523089071641445
260,4.592836260973956
261,4.5827781568392085
262,4.540737244275967
263,4.589675093746184
264,4.592900811778598
265,4.50776076257397
266,4.534811815549728
267,4.595420098019583
268,4.512584520890682
269,4.589847297406349
270,4.5079000544388185
271,4.556148119095377
272,4.587314295255174
273,4.590873960382177
274,4.53819777838362
275,4.581351856368171
276,4.550554817005237
277,4.508174937929064
278,4.504908441420107
279,4.510178338992372
280,4.524634928304591
281,4.521952741959462
282,4.532337332792373
283,4.571687321479681
284,4.533776895350777
285,4.571138684962101
286,4.540814004174083
287,4.545198051366483
288,4.575059417022077
289,4.553008834484494
290,4.492293572459618
291,4.438821715568642
292,4.599965000639029
293,4.53953661090851
294,4.5431222408749
295,4.538950578616555
296,4.562055930860473
297,4.581453922714421
298,4.549407762358365
299,4.519236852628086
300,4.565965144062306
301,4.54511459963368
302,4.520524362414876
303,4.5186028493181245
304,4.5604766537622805
305,4.536907772276867
306,4.500758536750882
307,4.577193979123083
308,4.552173458307837
309,4.530989468455973
310,4.524604806737722
311,4.5207964789423315
312,4.5381262135541595
313,4.535198447241527
314,4.571710509315356
315,4.542694436263064
316,4.561552175736419
317,4.566789669306113
318,4.547564492504942
319,4.550832711932635
320,4.549538599913803
321,4.487012376678477
322,4.4150409988634225
323,4.451698204333884
324,4.571874582981699
325,4.565271243853683
326,4.542992979855665
327,4.536139366305038
328,4.470713152957577
329,4.409543337731982
330,4.513065633903076
331,4.597156678901174
332,4.487777349734933
333,4.574431868969742
334,4.465520339127659
335,4.508894499904503
336,4.578381572990278
337,4.511765763320589
338,4.565549211298826
339,4.5059295551843125
340,4.580564715047113
341,4.596392614994294
342,4.560227902054645
343,4.50055652838527
344,4.588159734174112
345,4.552887342492949
346,4.533611701456736
347,4.505869486910045
348,4.530219850565028
349,4.596793374083876
350,4.540593368519136
351,4.573087984854974
352,4.53810308704907
353,4.583121047107301
354,4.52298743443239
355,4.566467153077423
356,4.522961216007544
357,4.547193295059092
358,4.507636123256644
359,4.567843523265385
360,4.537984687089287
361,4.5160549759680725
362,4.524789358335845
363,4.526346337656447
364,4.568887624810589
365,4.575936522612512
366,4.500658431530775
367,4.590264201506237
368,4.559432699245452
369,4.541260381144773
370,4.537029390645719
371,4.573466511141446
372,4.582609043117427
373,4.575072604898091
374,4.558584370310322
375,4.571963461904858
376,4.529799477418192
377,4.502681583036095
378,4.554293800863911
379,4.5420257327089825
380,4.538445067662666
381,4.577199842334467
382,4.524219129605942
383,4.507033879186053
384,4.512785152417109
385,4.524489942360237
386,4.4666800650300535
387,4.575722347372189
388,4.535977574616363
389,4.407992229713967
390,4.431908592053214
391,4.496171864444972
392,4.481547846563013
393,4.45382330302645
394,4.599747383776492
395,4.5778732180541255
396,4.508996381343655
397,4.501944067621173
398,4.423367559201887
399,4.577545155609948
400,4.570582176320608
401,4.5186567723280545
402,4.514918790244973
403,4.599260470352898
404,4.542708494899727
405,4.473747254273354
406,4.516900803879995
407,4.506031517495378
408,4.519754329993283
409,4.509102545253338
410,4.536173170818633
411,4.5992311952526855
412,4.486739683218618
413,4.463455696202918
414,4.447696904732094
415,4.528530108162052
416,4.504848720031847
417,4.549929462984011
418,4.572210523589807
419,4.532322767556487
420,4.5126666470029525
421,4.51430869145081
422,4.581395475366069
423,4.580913540553577
424,4.501923284995869
425,4.597585859160992
426,4.515647078060123
427,4.5186482868250765
428,4.553552272193723
429,4.505042105709434
430,4.540371112783216
431,4.5020851890696715
432,4.568728122578464
433,4.563731309076527
434,4.59968684288657
435,4.510905853475029
436,4.550566113877519
437,4.540970647476091
438,4.549899562206736
439,4.538370871805586
440,4.554762119803822
441,4.523832317142054
442,4.516430780441203
443,4.516195636070793
444,4.54398246245669
445,4.539970508801599
446,4.5370277118178395
447,4.591332219550029
448,4.503526282949892
449,4.533769362048154
450,4.5311178400609466
451,4.534037893990549
452,4.5242805421428
453,4.578964851996303
454,4.515338668683942
455,4.5577551569422985
456,4.56845769685758
457,4.530527656145559
458,4.51927542461095
459,4.547738212522436
460,4.551259013387557
461,4.508094249459275
462,4.518725023747479
463,4.583167904107635
464,4.5096031324664
465,4.567667787727339
466,4.51718819092085
467,4.5298369726821015
468,4.559075959264894
469,4.538644384394191
470,4.571848521349815
471,4.578320001056134
472,4.532157681720479
473,4.512295296323348
474,4.448993401742409
475,4.530443958270822
476,4.537755152131433
477,4.577723023520214
478,4.597773270805206
479,4.518788891817032
480,4.576750927567517
481,4.5623519990120665
482,4.573901880288664
483,4.5918211888892495
484,4.558045522812571
485,4.5529038013341975
486,4.596101828498972
487,4.555758009864741
488,4.519666004902269
489,4.523799041044579
490,4.554560264990073
491,4.560329489109658
492,4.533937712782234
493,4.552523840716001
494,4.59108532847784
495,4.569702578792611
496,4.571778606548516
497,4.515395333499148
498,4.473348108972098
499,4.580848613228614
500,4.582210580277017
501,4.4296335812647145
502,4.435439730299668
503,4.554314662407758
504,4.5403354171993975
505,4.51500892215878
506,4.466257589640418
507,4.512286774919357
508,4.564540890005875
509,4.555404816455116
510,4.594141811809566
511,4.592497880178635
512,4.438991533214237
513,4.51501665336125
514,4.5271897126933625
515,4.569900303191533
516,4.596101029036562
517,4.554633428276907
518,4.568193520701782
519,4.505577416767696
520,4.4888637764417645
521,4.475934276766884
522,4.593935443233208
523,4.534983311937261
524,4.554985647758009
525,4.58796091945771
526,4.507908427285425
527,4.510266117965336
528,4.560356340969621
529,4.53251025622661
530,4.52764075371196
531,4.512567337127097
532,4.5612386071092414
533,4.592329769160692
534,4.507642340402623
535,4.588526415060883
536,4.53863378953871
537,4.521034922409836
538,4.511346203398938
539,4.59957580786805
540,4.597086808810494
541,4.526929861276488
542,4.514618276667337
543,4.59877114475065
544,4.558925172732296
545,4.5290608032116895
546,4.593226597261629
547,4.509534812848398
548,4.562302555395831
549,4.588706329868832
550,4.533996754829093
551,4.558777406557561
552,4.576839463740829
553,4.579546902751227
554,4.56142265786237
555,4.502224498224291
556,4.540512858936382
557,4.5128343490824555
558,4.52321958564642
559,4.596796516679107
560,4.528793731931805
561,4.537958349422403
562,4.5418933359708355
563,4.569801524357124
564,4.500093901377973
565,4.535349595130845
566,4.563055429515447
567,4.506628393056945
568,4.57648831676447
569,4.585641136794727
570,4.546647147572744
571,4.500434638987185
572,4.52596133677301
573,4.537866043236539
574,4.522880656283311
575,4.590237535472445
576,4.562335058285669
577,4.5902083771308185
578,4.586690538939777
579,4.581722511701834
580,4.503159427927699
581,4.516314388807016
582,4.5583429502950375
583,4.552281887767862
584,4.538516519101118
585,4.59097103452646
586,4.551711919469676
587,4.537754872739109
588,4.590008381112246
589,4.558572495545173
590,4.561707763307607
591,4.523283855643981
592,4.57453773396578
593,4.5600203452804
594,4.5590287178001835
595,4.50144707768858
596,4.546683091074209
597,4.507069164058948
598,4.592718034580295
599,4.50700000498665
600,4.596292995786394
601,4.548383759370883
602,4.596997893864997
603,4.5095259412021385
604,4.540152450085413
605,3.906424417623769
606,3.854059574546775
607,3.849562535316912
608,3.6900368104400245
609,3.7078246603317817
610,3.6762132059663535
611,3.5082271486355734
612,3.3838668593770223
613,3.4501314414461794
614,3.5455522634517704
615,3.5383888383216417
616,3.5848802805508386
617,3.613358933359066
618,3.6524639417585503
619,3.787271531167569
620,3.643010052949127
621,3.716849243275303
622,3.684966991431089
623,3.6688055418913574
624,3.644817538267066
625,3.6134990164159912
626,3.497022345565597
627,3.5213012034788185
628,3.6943817188036183
629,3.695048865680709
630,3.7011919444788566
631,3.638754067068804
632,3.6331924943410097
633,3.6859855641847927
634,3.6552274955734725
635,3.616060978210747
636,3.66253473589003
637,3.5769605679591385
638,3.608291063632356
639,3.6964573381666734
640,3.8387361698095055
641,3.836223820570487
642,3.979505125046128
643,4.589711272406858
644,3.997042517532843
645,3.8820436386533337
646,3.8581467490536023
647,3.967599147786479
648,3.9671153655817157
649,3.913793705937426
650,4.575671473242376
651,4.5112905635472226
652,3.8862203299261786
653,3.924542967116322
654,3.9832187516175064
655,4.512551088942367
656,4.564343635816768
657,4.564525459105358
658,3.939595565421364
659,3.9092224775605353
660,3.821306576216759
661,3.7345287063168895
662,3.6145705702074005
663,3.6659642494407176
664,3.68198600320603
665,3.6434288431434094
666,3.5846888794037146
667,3.5884405399965553
668,3.702460361725798
669,3.5083329727908406
670,3.5519847909296742
671,3.5034519676724765
672,3.3209492515195747
673,3.1320245569307623
674,3.0460706492640153
675,3.0731999249470685
676,3.117730658217488
677,3.029132643068679
678,3.13598426770322
679,3.2836137906099263
680,3.3288045925496195
681,3.2753232935761427
682,3.393333261626259
683,3.474641497737357
684,3.567289129419003
685,3.507707153441862
686,3.230214805075243
687,3.4473852723922387
688,3.292157987010312
689,3.2941778484022075
690,3.537852485866466
691,3.5769245107198766
692,3.677929929743924
693,3.533942753686317
694,3.3621837608942133
695,3.314629194089778
696,3.4293390371631807
697,3.4005439687616272
698,3.326861261401372
699,3.352313654540251
700,3.4662061096006958
701,3.32760464007968
702,3.21220726855548
703,3.138801095461088
704,3.2536008947945807
705,3.2826141689106048
706,3.501409954054797
707,3.601006923559802
708,3.6036191176428867
709,3.736253053951756
710,3.7637543854166617
711,3.6996606326211254
712,3.7739475401210916
713,3.710730585553189
714,3.6879991174682427
715,3.827046985563737
716,3.8234248168174556
717,3.7496105002718823
718,3.7095510689787954
719,3.8180363643549264
720,3.769272958832657
721,3.7369936381776077
722,3.6923172533991466
723,3.7169867421639564
724,3.684756643588074
725,3.53083712498492
726,3.448121453912891
727,3.360704356233899
728,3.490749492085012
729,3.5779511704324607
730,3.6427596253621783
731,3.598416484998853
732,3.5229546388239537
733,3.4781919015442186
734,3.3789168175216764
735,3.634381015270164
736,3.416027298158983
737,3.478235398073234
738,3.355693168450706
739,3.350963497687603
740,3.2578599413842984
741,3.1456354070363886
742,3.036963357134854
743,3.2176248102161895
744,3.2097959301625982
745,3.138682363796066
746,3.1995968202228062
747,3.206071066273815
748,3.2835247630206457
749,3.1066810895239976
750,3.1423228378223884
751,3.224934270356925
752,3.0642568295050756
753,3.1142855945575656
754,3.2891980373511296
755,3.2933039036791563
756,3.381043114017892
757,3.4538479323428133
758,3.388968904076738
759,3.398706824672318
760,3.2477851551881005
761,3.208176086241668
762,3.240198783084902
763,3.318017170389926
764,3.32611901210438
765,3.403771787439274
766,3.299267578182384
767,3.294706605609807
768,3.3022355452906513
769,3.492808470385609
770,3.477329579165256
771,3.4333393756504185
772,3.4413111749733787
773,3.355250059483839
774,3.380229369491483
775,3.3494702377649928
776,3.176031582365075
777,3.1755721809417095
778,3.1492163442562906
779,3.391327681834728
780,3.3896995234323946
781,3.143717608829678
782,3.2011923035922596
783,3.267827049781482
784,3.139232683207806
785,3.1922592156614815
786,3.212531014466114
787,3.2708968410241495
788,3.318720227824773
789,3.188383979661694
790,3.189664151271322
791,3.1192994942859666
792,3.1195938939977705
793,3.0351571109273836
794,3.1715639147300596
795,3.0910583345406666
796,3.006418918062832
797,3.0189884708778942
798,3.016410844337987
799,3.178902412530075
800,3.00080008687758
801,3.246678653414233
802,3.030268389808154
803,3.0296728942242885
804,3.3957016329270685
805,3.094886087160556
806,3.1406678015410177
807,3.195812177271923
808,3.1986258342388605
809,3.0352404953799232
810,3.029153805966114
811,3.2810543755153494
812,3.0506276952997133
813,3.1569980056811415
814,3.096569797814683
815,3.148672489898673
816,3.3276131329000718
817,3.2664988031689464
818,3.4402440251416473
819,3.3608338552673236
820,3.368843248382073
821,3.3734557207201386
822,3.380340485432369
823,3.3023192600668096
824,3.2488148924324802
825,3.187565849113675
826,3.225680970597614
827,3.2641681396986613
828,3.4923116587099745
829,3.6353474891588937
830,3.590543255676616
831,3.629134140790885
832,3.735015466909405
833,3.744425175637003
834,3.743826540590892
835,3.755348539986885
836,3.848460295385706
837,3.7701706256073386
838,3.7440129687888537
839,3.797421105320443
840,3.8350214283549033
841,3.8654992407687456
842,3.8350904728476722
843,3.938863705565767
844,4.558946598585683
845,4.506658357170899
846,4.594492006223106
847,4.577196671523139
848,4.530554642189429
849,4.562777550610861
850,4.573135147208271
851,3.9219498136615303
852,3.813222091979554
853,3.7849083839438347
854,3.656003842381768
855,3.558954738724604
856,3.521330128034635
857,3.363019859899233
858,3.3281298140350786
859,3.280260618265654
860,3.288377582155207
861,3.4093862270942727
862,3.4324326253296196
863,3.440373962926886
864,3.4561680443669327
865,3.4847828075544696
866,3.389033073466335
867,3.383316897214148
868,3.419943660123073
869,3.2886815660909763
870,3.380837617034916
871,3.4947226444296944
872,3.437526074080286
873,3.419236089260912
874,3.337229756331648
875,3.412841095276194
876,3.3125206963935723
877,3.2959042805531493
878,3.2156153270493224
879,3.226177300806435
880,3.0522388750688343
881,3.190073845393021
882,3.0990363285095626
883,3.1102941585796566
884,3.094329354172211
885,3.023378262882054
886,3.93973999226536
887,3.0383774046074574
888,3.990978586885096
889,3.023180268946532
890,3.1481699868643036
891,3.188463732657197
892,3.140598836011499
893,3.03863870364383
894,3.0262727492073225
895,3.289225425716931
896,3.0939327169156505
897,3.013537471710986
898,3.264501745445716
899,3.128813857189789
900,3.093729611361918
901,3.952815682875092
902,3.889491492857112
903,3.931158117997196
904,3.955172242557185
905,3.8750231156441735
906,3.0621830149535643
907,3.015230758279648
908,3.9018879915275684
909,3.002890540959231
910,3.14090173953283
911,3.064491962728413
912,3.32956686976112
913,3.0375909601812743
914,3.838022503507786
915,3.720184975824088
916,3.8215539052880123
917,3.820815292124763
918,3.7992169432621066
919,3.83925727271509
920,3.8288065677241647
921,3.703746866672987
922,3.83595077094695
923,3.9732732925462413
924,3.998861113521366
925,3.0084725789575533
926,3.2475494629437867
927,3.2254270125292073
928,3.204952540267103
929,3.246849084509608
930,3.399500923567508
931,3.564557150579321
932,3.5447596345676287
933,3.581618850542328
934,3.449899255881842
935,3.42456647382522
936,3.346359197282792
937,3.2513648326882745
938,3.425049824530577
939,3.351643743051665
940,3.304180946613707
941,3.3463829330146364
942,3.48185431069812
943,3.53588497566519
944,3.817831491525979
945,3.8168550072364584
946,3.849215304771735
947,3.8833190381882527
948,4.533425619232088
949,4.591006337895744
950,4.586338078631452
951,3.998535993874438
952,4.529777850660188
953,4.576762956135506
954,4.5428252737951485
955,4.502762438602258
956,4.5345219136163665
957,4.528072566707646
958,4.554954916007262
959,4.496853042417131
960,4.576581581886414
961,4.547466661577018
962,4.448666608992264
963,4.485902659476962
964,4.576527309906183
965,4.5346971729347665
966,4.534925659860721
967,4.543858231846365
968,4.508508752294095
969,4.5855561196113
970,4.5733587758511066
971,4.5158508765163734
972,4.520926086862756
973,4.551849827567303
974,4.59918250384196
975,4.509257129590338
976,4.587606289107941
977,4.555964906754919
978,4.578495547986166
979,4.57294103924611
980,4.54353249411779
981,4.588226939314891
982,4.582590243418352
983,4.555240718754001
984,4.570463141588668
985,4.585634905814224
986,4.537761280469242
987,4.506071301927191
988,4.587358473627464
989,4.434873137704853
990,4.413802596696544
991,4.467109351838243
992,4.494282724309685
993,4.423680764986702
994,4.456979773261374
995,4.495168689403799
996,4.5457975582204035
997,4.535385524387373
998,4.554214909809847
999,4.44889598067221
1000,4.422347696291368
1001,4.487161955346044
1002,4.585737519403285
1003,4.5530017907737435
1004,4.572913296761387
1005,4.505192581878288
1006,4.534869403937925
1007,4.5985260404546585
1008,4.5264057716850745
1009,4.530868254482182
1010,4.5641740906394785
1011,4.473600151698195
1012,4.550303842657152
1013,4.576065285913486
1014,4.542055071402432
1015,4.572934262840509
1016,4.592018238934804
1017,4.524119892037561
1018,4.5659820595711595
1019,4.59694078813504
1020,4.516177510675161
1021,4.527291540597519
1022,4.5071320703330445
1023,4.5752564598641065
1024,4.575324730368851
1025,4.556203304544809
1026,4.586947348106019
1027,4.592232702890853
1028,4.593423892539622
1029,4.514663244710606
1030,4.572488151784129
1031,4.506760935024101
1032,4.530061411203977
1033,4.518938044547295
1034,4.5606806931444
1035,4.545532997020593
1036,4.561661952325328
1037,4.569988528538268
1038,4.556659476002902
1039,5
1040,4.532611200003817
1041,5
1042,5
1043,5
1044,5
1045,5
1046,5
1047,5
1048,4.550277572254028
1049,4.563702019240737
1050,4.588424186592011
1051,4.526440454495027
1052,4.54698796303625
1053,4.541155453473683
1054,4.555824736536589
1055,5
1056,5
1057,4.575358691224388
1058,5
1059,4.580121612352398
1060,4.524226959695698
1061,4.555283093319486
1062,4.541344614622507
1063,4.573521216868227
1064,4.574668650616987
1065,4.594493378004584
1066,4.542655642168109
1067,4.559507382483875
1068,4.571272353445387
1069,5
1070,5
1071,4.507051753968474
1072,4.574094616081676
1073,4.577746771711794
1074,4.544295392230293
1075,4.562643841489252
1076,4.566145023588015
1077,4.53665863731972
1078,4.541763916320616
1079,4.565498669782608
1080,4.507960147021314
1081,4.5775338987579
1082,4.555520176880578
1083,4.52482520930607
1084,4.535828742816126
1085,4.505286180687795
1086,4.5348069195865035
1087,4.439903141546265
1088,4.563443158019777
1089,4.440307228323052
1090,4.454737789559443
1091,4.576094780918187
1092,4.562123981286448
1093,4.507358861342417
1094,4.542880090648333
